Title,Salary,Date Posted,Location,Closing Date,Link
Store HelperEXOTIC GROUP,Not disclosed,25/08/2025,Plaine Wilhems,14/09/2025,https://www.myjob.mu/Jobs/Store-Helper-197365.aspx
Delivery DriverEXOTIC GROUP,Not disclosed,25/08/2025,Plaine Wilhems,14/09/2025,https://www.myjob.mu/Jobs/Delivery-Driver-187713.aspx
Workshop SupervisorOmnicane Limited,Not disclosed,25/08/2025,Grand Port,24/09/2025,https://www.myjob.mu/Jobs/Workshop-Supervisor-197362.aspx
PORTER/ DRIVERLe Jadis Beach Resort and Wellness Mauritius,Negotiable,25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/PORTER-DRIVER-197363.aspx
Chef De Partie - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Chef-De-Partie-Le-Suffren-197361.aspx
Handyperson - Le Suffren Hotel and MarinaNinety – Six Hotel Collection,Negotiable,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Handyperson-Le-Suffren-Hotel-and-197360.aspx
Office Attendant/DriverLeal & Co Ltd,Not disclosed,07/08/2025,Port Louis,06/09/2025,https://www.myjob.mu/Jobs/Office-Attendant-Driver-196432.aspx
Room Attendant/Valet - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Room-Attendant-Valet-Le-Suffren-197359.aspx
Agent ComptableGPO Limited,Not disclosed,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Agent-Comptable-197358.aspx
Fashion Content Creator – Body & SoulEXOTIC GROUP,Not disclosed,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Fashion-Content-Creator-Body-Soul-197357.aspx
CAD TechnicianRey & Lenferna Ltd,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/CAD-Technician-197356.aspx
Commercial sédentaireService Plus Monde SPM Ltée,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Commercial-sedentaire-197355.aspx
Operations SpecialistABInBev,"21,000 - 30,000",25/08/2025,Black River,24/09/2025,https://www.myjob.mu/Jobs/Operations-Specialist-197354.aspx
Administration Des VentesACCESSA GROUP (MASCAREIGNES) LTD,Negotiable,05/08/2025,Plaine Wilhems,04/09/2025,https://www.myjob.mu/Jobs/Administration-Des-Ventes-196338.aspx
RTR & Inter Company AccountantDHL Global Forwarding (Mauritius) Ltd,Negotiable,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/RTR-Inter-Company-Accountant-197353.aspx
Internal AuditorMauritius Union Group,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Internal-Auditor-197352.aspx
B​a​r​m​a​n​/​B​a​r​m​a​i​d​Mauritius Gymkhana Club,Negotiable,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Barman-Barmaid-197351.aspx
W​a​i​t​e​r​/​W​a​i​t​r​e​s​s​Mauritius Gymkhana Club,Negotiable,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Waiter-Waitress-197350.aspx
Maintenance OfficerTheBrandHouse Ltd,Negotiable,25/08/2025,Mauritius,24/09/2025,https://www.myjob.mu/Jobs/Maintenance-Officer-197349.aspx
Executive SecretaryDayanand Boholah Seafoods Co Ltd,"21,000 - 30,000",25/08/2025,Flacq,24/09/2025,https://www.myjob.mu/Jobs/Executive-Secretary-197348.aspx
IMPORT CLERKDayanand Boholah Seafoods Co Ltd,"10,000 - 20,000",25/08/2025,Flacq,24/09/2025,https://www.myjob.mu/Jobs/IMPORT-CLERK-197347.aspx
Shop AssistantOne&Only Le Saint Geran,"10,000 - 20,000",25/08/2025,Flacq,24/09/2025,https://www.myjob.mu/Jobs/Shop-Assistant-197346.aspx
Coordinator Guest ExperienceOne&Only Le Saint Geran,Negotiable,25/08/2025,Flacq,24/09/2025,https://www.myjob.mu/Jobs/Coordinator-Guest-Experience-197345.aspx
Head SommelierOne&Only Le Saint Geran,Negotiable,25/08/2025,Flacq,24/09/2025,https://www.myjob.mu/Jobs/Head-Sommelier-197344.aspx
Conseiller CommercialXEFI CENTER (Mauritius) Ltd,"41,000 - 50,000",25/08/2025,Mauritius,24/09/2025,https://www.myjob.mu/Jobs/Conseiller-Commercial-197340.aspx
ASSISTANT COMMERCIALXEFI CENTER (Mauritius) Ltd,"31,000 - 40,000",25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/ASSISTANT-COMMERCIAL-197341.aspx
C​O​M​M​E​R​C​I​A​L​XEFI CENTER (Mauritius) Ltd,"41,000 - 50,000",25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/COMMERCIAL-197343.aspx
DEVELOPPEUR .NET (Junior/Senior/Lead Dev)XEFI CENTER (Mauritius) Ltd,Negotiable,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/DEVELOPPEUR-NET-Junior-Senior-Lead-197342.aspx
R​e​c​e​p​t​i​o​n​i​s​t​GM Punjabi & Co Ltd,"10,000 - 20,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Receptionist-197339.aspx
Revenue Accounting / Income Auditor AuditorHilton Mauritius Resort & Spa,Negotiable,25/08/2025,Black River,24/09/2025,https://www.myjob.mu/Jobs/Revenue-Accounting-Income-Auditor-Auditor-197338.aspx
Marketing & Communications SpecialistMedine Ltd Corporate,Not disclosed,25/08/2025,Black River,24/09/2025,https://www.myjob.mu/Jobs/Marketing-Communications-Specialist-197337.aspx
Beauty AdvisorA.E. Patel & Co,Negotiable,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Beauty-Advisor-197336.aspx
Carpenters or carpenters helpers / Menuisier ou aide MenuisiersAGS FRASERS (MAURITIUS) LTD,"21,000 - 30,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Carpenters-or-carpenters-helpers-Menuisier-197335.aspx
Administrative assistantsGlossal Holdings Ltd,"10,000 - 20,000",19/08/2025,Plaine Wilhems,18/09/2025,https://www.myjob.mu/Jobs/Administrative-assistants-197070.aspx
Systems Implementer (FRCI)ENL,Not disclosed,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Systems-Implementer-FRCI-197334.aspx
Sales / activity ManagerAGS FRASERS (MAURITIUS) LTD,"31,000 - 40,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Sales-activity-Manager-197333.aspx
Chauffeur camion  Heavy goods truck driverAGS FRASERS (MAURITIUS) LTD,"31,000 - 40,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Chauffeur-camion-Heavy-goods-truck-197332.aspx
Helpers / Manutentionaires / DemenageursAGS FRASERS (MAURITIUS) LTD,"21,000 - 30,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Helpers-Manutentionaires-Demenageurs-197331.aspx
Coordinatrice logistique et transport / suivi clienteleAGS FRASERS (MAURITIUS) LTD,"21,000 - 30,000",25/08/2025,Pamplemousses,24/09/2025,https://www.myjob.mu/Jobs/Coordinatrice-logistique-et-transport-suivi-197330.aspx
Senior Accounts OfficerIBL Logistics,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Senior-Accounts-Officer-197329.aspx
Talent Acquisition SpecialistgoFLUENT Mauritius Ltd,Negotiable,25/08/2025,Plaine Wilhems,24/10/2025,https://www.myjob.mu/Jobs/Talent-Acquisition-Specialist-197328.aspx
Senior Application Support AnalystCFAO SERVICES LTD,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Senior-Application-Support-Analyst-197327.aspx
Accounts OfficerMedscheme International Limited,Negotiable,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-197325.aspx
Network & Security - AdministratorCFAO SERVICES LTD,Not disclosed,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Network-Security-Administrator-197323.aspx
Clinical EmbryologistC-Care (Mauritius) Ltd,Not disclosed,25/08/2025,Plaine Wilhems,24/09/2025,https://www.myjob.mu/Jobs/Clinical-Embryologist-197324.aspx
Procurement OfficerRey & Lenferna Ltd,Negotiable,25/08/2025,Port Louis,24/09/2025,https://www.myjob.mu/Jobs/Procurement-Officer-197320.aspx
Software Test Engineer (UK)SD Worx (Mauritius) Limited,Negotiable,25/08/2025,Plaine Wilhems,24/10/2025,https://www.myjob.mu/Jobs/Software-Test-Engineer-UK-197315.aspx
Graphic Designer (Print)Publicis Production,Not disclosed,25/08/2025,Moka,24/09/2025,https://www.myjob.mu/Jobs/Graphic-Designer-Print-197313.aspx
Accounts Analyst OfficerCFAO SERVICES LTD,Not disclosed,24/08/2025,Port Louis,23/09/2025,https://www.myjob.mu/Jobs/Accounts-Analyst-Officer-197312.aspx
Digital Marketing ExecutiveKnowVeo Ltd,Negotiable,24/08/2025,Mauritius,22/09/2025,https://www.myjob.mu/Jobs/Digital-Marketing-Executive-197310.aspx
Systems Support Engineer (FRCI)ENL,Negotiable,23/08/2025,Plaine Wilhems,22/09/2025,https://www.myjob.mu/Jobs/Systems-Support-Engineer-FRCI-197311.aspx
BackOffice Admin OfficerKnowVeo Ltd,Negotiable,23/08/2025,Mauritius,22/09/2025,https://www.myjob.mu/Jobs/BackOffice-Admin-Officer-197309.aspx
Guest Service AgentAnantara Iko Mauritius Resort & Villas,Negotiable,23/08/2025,Grand Port,22/09/2025,https://www.myjob.mu/Jobs/Guest-Service-Agent-197308.aspx
Store AdminSik Yuen,"10,000 - 20,000",23/08/2025,Plaine Wilhems,22/09/2025,https://www.myjob.mu/Jobs/Store-Admin-197307.aspx
S​o​m​m​e​l​i​e​r​Le Chateau de Bel Ombre,Negotiable,23/08/2025,Savanne,22/09/2025,https://www.myjob.mu/Jobs/Sommelier-197306.aspx
Front Office Assistant (Receptionist)LUX* Grand Baie,Not disclosed,22/08/2025,Riviere du Rempart,21/09/2025,https://www.myjob.mu/Jobs/Front-Office-Assistant-Receptionist-197305.aspx
Technicien Support Applicatif en AssuranceGroupe Vital Ile Maurice Ltd,Negotiable,22/08/2025,Moka,21/09/2025,https://www.myjob.mu/Jobs/Technicien-Support-Applicatif-en-Assurance-197304.aspx
Spa TherapistTamarina Golf and Spa Boutique Hotel (medine),Negotiable,22/08/2025,Black River,21/09/2025,https://www.myjob.mu/Jobs/Spa-Therapist-197303.aspx
Conseiller en émission d'appelsCanal+ Contact Ltd,"21,000 - 30,000",22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Conseiller-en-emission-d-appels-197299.aspx
Payroll Analyst [RR000275]BDO Solutions Ltd,Negotiable,11/08/2025,Moka,10/09/2025,https://www.myjob.mu/Jobs/Payroll-Analyst-RR000275-196582.aspx
Femme de ménage et garde d'enfants à domicile à ParisSCI SAM LTEE,"41,000 - 50,000",22/08/2025,Overseas,21/09/2025,https://www.myjob.mu/Jobs/Femme-de-menage-et-garde-197295.aspx
Quality OfficerHidden Company,"41,000 - 50,000",22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Quality-Officer-197294.aspx
SERVEUR / SERVEUSE EXPÉRIMENTÉ(E) A MAYOTTESCI SAM LTEE,"51,000 - 75,000",22/08/2025,Overseas,21/09/2025,https://www.myjob.mu/Jobs/SERVEUR-SERVEUSE-EXPERIMENTE-E-A-197293.aspx
SECRÉTAIRE IMPORT / EXPORTSCI SAM LTEE,Negotiable,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/SECRETAIRE-IMPORT-EXPORT-197292.aspx
Recruitment OfficerBourbon Offshore Greenmar Ltd,Not disclosed,22/08/2025,Black River,21/09/2025,https://www.myjob.mu/Jobs/Recruitment-Officer-197290.aspx
HVAC TechnicianTheBrandHouse Ltd,Negotiable,22/08/2025,Pamplemousses,21/09/2025,https://www.myjob.mu/Jobs/HVAC-Technician-197289.aspx
Technical Sales RepresentativeUBP Ltd,Not disclosed,22/08/2025,Black River,21/09/2025,https://www.myjob.mu/Jobs/Technical-Sales-Representative-197288.aspx
Maintenance AssistantLogidis Ltd,Negotiable,22/08/2025,Port Louis,05/09/2025,https://www.myjob.mu/Jobs/Maintenance-Assistant-197287.aspx
Spécialiste de la Relation ClientDELO by Domeau,"21,000 - 30,000",22/08/2025,Riviere du Rempart,21/09/2025,https://www.myjob.mu/Jobs/Specialiste-de-la-Relation-Client-197285.aspx
Senior Accounts Payable OfficerTransinvest Construction Ltd,Negotiable,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Senior-Accounts-Payable-Officer-197284.aspx
CHARGÉ(E) DE RELATION APPRENANT (F/H)STUDI,"21,000 - 30,000",22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/CHARGE-E-DE-RELATION-APPRENANT-197283.aspx
Outlet Chef for Gin'Ja Restaurant (Heritage Le Telfair)Rogers Hospitality,Not disclosed,22/08/2025,Savanne,21/09/2025,https://www.myjob.mu/Jobs/Outlet-Chef-for-Gin-Ja-197282.aspx
Customer Service AdvisorRank Interactive Services (Mauritius) Limited,Not disclosed,22/08/2025,Overseas,21/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Advisor-197281.aspx
ENG/FR - FREELANCER - QUALITY REVIEWER (fully remote job)Connextia Limited,See description,22/08/2025,Black River,21/09/2025,https://www.myjob.mu/Jobs/ENG-FR-FREELANCER-QUALITY-REVIEWER-197279.aspx
Responsables des ventesAustral Solar Ltd,Not disclosed,22/08/2025,Pamplemousses,21/09/2025,https://www.myjob.mu/Jobs/Responsables-des-ventes-197278.aspx
Research AssistantVelogic,Not disclosed,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Research-Assistant-197274.aspx
Accounts AssistantThe Oberoi,Not disclosed,22/08/2025,Pamplemousses,21/09/2025,https://www.myjob.mu/Jobs/Accounts-Assistant-197272.aspx
Internal Controller- Hennessy Park HotelNinety – Six Hotel Collection,Negotiable,22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Internal-Controller-Hennessy-Park-Hotel-197271.aspx
D​r​a​f​t​s​m​a​n​Apavou Immobilier Ltee,Negotiable,22/08/2025,Mauritius,21/09/2025,https://www.myjob.mu/Jobs/Draftsman-197270.aspx
Administrative AssistantEmcar Limited,Not disclosed,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Administrative-Assistant-197269.aspx
Marketing AssistantABC AUTOMOBILE,Not disclosed,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Marketing-Assistant-197268.aspx
Fleet & Waste Logistic officerWecycle Ltd,Negotiable,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Fleet-Waste-Logistic-officer-197267.aspx
Machine OperatorPIM Limited,Not disclosed,22/08/2025,Port Louis,21/09/2025,https://www.myjob.mu/Jobs/Machine-Operator-197266.aspx
RESERVATIONS AGENTSummerTimes (Manahe Ltd),Negotiable,22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/RESERVATIONS-AGENT-197265.aspx
Tax ExecutiveDTOS LTD,Not disclosed,22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Tax-Executive-197264.aspx
H​o​s​t​e​s​s​Constance Prince Maurice,"10,000 - 20,000",22/08/2025,Flacq,21/09/2025,https://www.myjob.mu/Jobs/Hostess-197263.aspx
Administrateur SI Windows SéniorOutremer Telecom Digital Solutions,"51,000 - 75,000",22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Administrateur-SI-Windows-Senior-197262.aspx
Comptable Caisse-Banking JuniorOutremer Telecom Digital Solutions,"21,000 - 30,000",22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Comptable-Caisse-Banking-Junior-197261.aspx
Comptable - Clients et TrésorerieOutremer Telecom Digital Solutions,"21,000 - 30,000",22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Comptable-Clients-et-Tresorerie-197260.aspx
SAP SuccessFactors Consultant L3Centre Digital Solutions (Mauritius) Ltd,Negotiable,22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/SAP-SuccessFactors-Consultant-L3-197257.aspx
Sales ClerkABC Foods,Negotiable,22/08/2025,Plaine Wilhems,05/09/2025,https://www.myjob.mu/Jobs/Sales-Clerk-197256.aspx
Commercial sédentaire (F/H)STUDI,"31,000 - 40,000",21/08/2025,Mauritius,20/09/2025,https://www.myjob.mu/Jobs/Commercial-sedentaire-F-H-197255.aspx
Public Area CleanerLUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Public-Area-Cleaner-197254.aspx
S​t​e​w​a​r​d​LUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Steward-197253.aspx
Fitness InstructorLUX* Grand Baie,Not disclosed,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Fitness-Instructor-197252.aspx
C​o​o​k​LUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Cook-197251.aspx
V​a​l​e​t​LUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Valet-197250.aspx
Front Office HostessLUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Front-Office-Hostess-197249.aspx
Demi Chef de RangLUX* Grand Baie,Not disclosed,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Demi-Chef-de-Rang-197248.aspx
W​a​i​t​e​r​LUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,10/09/2025,https://www.myjob.mu/Jobs/Waiter-197247.aspx
Security GuardLUX* Grand Baie,Negotiable,21/08/2025,Riviere du Rempart,10/09/2025,https://www.myjob.mu/Jobs/Security-Guard-197246.aspx
Superviseur Senior / Operations Lead (Centre de Relation Client)SOFTWARE ACTIVITIES AND IMAGES MANAGEMENT LIMITED,Not disclosed,06/08/2025,Plaine Wilhems,05/09/2025,https://www.myjob.mu/Jobs/Superviseur-Senior-Operations-Lead-Centre-196430.aspx
IT Infrastructure AdministratorLeal & Co Ltd,Not disclosed,21/08/2025,Port Louis,04/09/2025,https://www.myjob.mu/Jobs/IT-Infrastructure-Administrator-197245.aspx
Group Reporting & Operations AnalystShe Recruits Pty Ltd,"More Than 100,000",21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/Group-Reporting-Operations-Analyst-197244.aspx
BAR WAITER-Hennessy Park HotelNinety – Six Hotel Collection,Negotiable,21/08/2025,Plaine Wilhems,20/09/2025,https://www.myjob.mu/Jobs/BAR-WAITER-Hennessy-Park-Hotel-197243.aspx
Human Resource OfficerBaker Tilly Business Consulting Ltd,Negotiable,21/08/2025,Plaine Wilhems,20/09/2025,https://www.myjob.mu/Jobs/Human-Resource-Officer-197242.aspx
Maintenance ManagerEXOTIC GROUP,Not disclosed,21/08/2025,Plaine Wilhems,20/09/2025,https://www.myjob.mu/Jobs/Maintenance-Manager-197241.aspx
Téléconseillers (Service Client)CHRONOPOST MAURITIUS LTD,"21,000 - 30,000",21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Teleconseillers-Service-Client-197240.aspx
Technical AssistantMANSER SAXON CONTRACTING LTD,Negotiable,21/08/2025,Pamplemousses,20/09/2025,https://www.myjob.mu/Jobs/Technical-Assistant-197238.aspx
Consultant Customer Care - QA (Manual Tester)SD Worx (Mauritius) Limited,Not disclosed,21/08/2025,Plaine Wilhems,20/10/2025,https://www.myjob.mu/Jobs/Consultant-Customer-Care-QA-Manual-197237.aspx
Shop AssistantEXOTIC GROUP,Not disclosed,21/08/2025,Mauritius,20/09/2025,https://www.myjob.mu/Jobs/Shop-Assistant-197235.aspx
Community ManagerGrays,Not disclosed,21/08/2025,Pamplemousses,20/09/2025,https://www.myjob.mu/Jobs/Community-Manager-197231.aspx
Digital Marketing SpecialistGrays,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Digital-Marketing-Specialist-196906.aspx
Customs ClerkIBL Logistics,Not disclosed,21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Customs-Clerk-197230.aspx
Group Finance Operations AnalystShe Recruits Pty Ltd,"More Than 100,000",21/08/2025,Riviere du Rempart,10/09/2025,https://www.myjob.mu/Jobs/Group-Finance-Operations-Analyst-197229.aspx
Assistant IT AdministratorLUX* Grand Gaube,Not disclosed,21/08/2025,Pamplemousses,20/09/2025,https://www.myjob.mu/Jobs/Assistant-IT-Administrator-197228.aspx
IT AdministratorLUX* Grand Gaube,Negotiable,21/08/2025,Riviere du Rempart,20/09/2025,https://www.myjob.mu/Jobs/IT-Administrator-197226.aspx
FOOD & BEVERAGES COORDINATORThe Lux Collective Ltd,Not disclosed,21/08/2025,Flacq,20/09/2025,https://www.myjob.mu/Jobs/FOOD-BEVERAGES-COORDINATOR-197225.aspx
Store HelperRey & Lenferna Ltd,Negotiable,21/08/2025,Mauritius,20/09/2025,https://www.myjob.mu/Jobs/Store-Helper-197224.aspx
Junior Full Stack Developer TraineeOceanDBA,Not disclosed,20/08/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Junior-Full-Stack-Developer-Trainee-197143.aspx
Web Developer (2520-WDE)Alentaris Recruitment Ltd,"21,000 - 30,000",21/08/2025,Moka,20/09/2025,https://www.myjob.mu/Jobs/Web-Developer-2520-WDE-197223.aspx
Sales & Admin AssistantAlpha Group,Negotiable,21/08/2025,Moka,20/09/2025,https://www.myjob.mu/Jobs/Sales-Admin-Assistant-197222.aspx
Showroom Teller (Cashier)Alpha Group,"10,000 - 20,000",21/08/2025,Moka,20/09/2025,https://www.myjob.mu/Jobs/Showroom-Teller-Cashier-197221.aspx
Investment AnalystMauritius Union Group,Not disclosed,21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Investment-Analyst-197220.aspx
S​u​p​e​r​v​i​s​o​r​Alpha Group,Negotiable,21/08/2025,Flacq,20/09/2025,https://www.myjob.mu/Jobs/Supervisor-197219.aspx
Assistant Site ManagerNoveprim Ltd,"41,000 - 50,000",21/08/2025,Grand Port,20/09/2025,https://www.myjob.mu/Jobs/Assistant-Site-Manager-197217.aspx
INTERNAL CONTROLLER (PRESKIL ISLAND RESORT)Groupe Beau Vallon,Not disclosed,21/08/2025,Grand Port,05/09/2025,https://www.myjob.mu/Jobs/INTERNAL-CONTROLLER-PRESKIL-ISLAND-RESORT-197218.aspx
Coldroom StorekeeperHidden Company,"41,000 - 50,000",21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Coldroom-Storekeeper-197214.aspx
Quality  SupervisorHidden Company,See description,21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Quality-Supervisor-197213.aspx
Production SupervisorHidden Company,"31,000 - 40,000",21/08/2025,Port Louis,20/09/2025,https://www.myjob.mu/Jobs/Production-Supervisor-197212.aspx
